,Date,Username,Review,Likes On Reviews
0,"July 17, 2015",Linus Östberg,"No stock quantities. New app doesn't display current stock quantities, just says available. I want to see the numbers, so I know before I go out to IKEA, as the store has too many people running around. You get there and the item could be gone without seeing stock levels. Poor choice in development of new app.",3
0,"July 26, 2015",Cassie Studstill,"Good and bad I like that you can see the dimensions during item view, but you really need to make it so you can sort and refine your search.",4
0,"July 26, 2015",Teri-Ann Carryl,Missing multiple shopping lists Good: new look. Bad: no way how to switch between different saved shopping lists. Many useful features are missing compared to the old app. Is this the way IKEA motivates us to use its mobile web? Cause this is useless.,
0,"July 20, 2015",Shaun Dinwiddie,"Shopping lists? I like the appearance of the new app, however the inability to switch being my shopping lists is a pretty big turn off. Bummer. I'll probably continue using the old app (which works great for me) until the new app is updated so I can see my other lists.",
0,"July 25, 2015",Nichole Nelson,"I spent a long time on my PC designing my Pax wardrobe, thinking that this app would then display my shopping list at the store, but it didn't. I couldnt print it as we havent unpacked the printer from moving and then didnt have time to write it out by hand 😢I had to try to remember what i wanted. I would like an app which sycronises shopping list and tells you where to find it in chosen store. That will then leave me free to enjoy wondering through the displays getting inspired.",2
0,"July 28, 2015",Josef Smidrkal,"Well, not a good start - the app is trying to tell me that the Canberra store is closer than Rhodes... I live in Newcastle. Apart from that it's not been too bad, but early days for me.",
0,"July 18, 2015",Hana Bradt,"Fundamentally flawed and not worth the effort. Despite trying to log in many times. changing my password, installing, uninstalling, clearing cache etc App does not recognise my valid email and password. Uninstalling it permanently after this!",
0,"August 1, 2015",Keeli Judge,"No exact stock in fo The old Ikea Sweden app has the exact stock info eg. The store has 5 in stock. This new app just shows that the product is in stock or not. So i will use the ""older"" app instead.",6
0,"July 29, 2015",Andrew Clarke,"Improvement? Used to be a fair app, which I rated four stars. Now an ugly mess off an app. With even less functionality. Disappointed.",
0,"July 28, 2015",A Google user,Unhappy I don't see why there had to be a change! The old app was fine... Lost all my shopping lists. Not happy!,3
0,"July 26, 2015",Carro Pm,Useless Searched for Lade and it only gave me the child size bed boards. I need king size bed boards but there is no way to specify size.,
0,"July 23, 2015",Zeke Varg,The new version seems to have removed the ability to switch between lists. Highly inconvenient! Won't be using the app due to this change.,2
0,"July 19, 2015",Private User,"Missing features
1. No barcode scanner, cannot just scan and find details. Have to find the code on item, manually enter code/name, then the detail appears. 2. Shopping list does not auto arrange. Have to go through the whole list constantly to identify ticked/unticked items. Ticked items should move down automatically. If you are short of ideas, take note from the 'woolworths' app.",1
0,"August 3, 2015",A Google user,"Shopping Lists Love the new look. Please bring back the ability to have multiple shopping lists! I like to organize my lists based on project/room, and I like a Christmas list. I will continue using the old app until this feature has been added.",1
0,"July 14, 2015",Tracy Graham,"Rubbish, I want the old one back! No sort and refine options, come on app developers are you kidding me!!? Why get rid of your old app when the new one isn't fully functional yet! Fail.",1
0,"July 17, 2015",A Google user,Can't login It won't let me login. When it takes you to the secure online site I can login fine but the app won't recognise my credentials. Crap app,
0,"July 18, 2015",Kimberly Cooke,"Needs more features I could sort lists by price, name etc on the old app, and have more than one shopping list. Would love to see those 2 things added. :)",
0,"July 23, 2015",Karin Buis,Works great! Happy to see the update for the obsolete previous version. It's engaging and far better in categorizing things. Heads up.,2
0,"July 28, 2015",Simon Hill,"Room to Grow
This is meant as a replacement for the previous version - sometimes it's better to start with a blank slate. It seems to work reasonably well and quickly, but the functionality is basic there is lots of room for improvement. I'll keep an eye on this one and edit my review in the future as more comes available. Impress us, IKEA!",
0,"July 19, 2015",Amy Goodman,Almost useless App won't let me login even though I can login to the website just fine. It also shows incorrect stock. Wasted a trip as the app told me they had received new stock when in actual fact they hadn't. Don't rely on this app!!,
0,"July 10, 2015",Poosarla Raviraj,Sidebar always visible Interface is almost completely blocked by the sidebar that doesn't slide out as it is supposed to do. I'm using Xperia Z3 Compact with the latest version 5.1 android,1
0,"July 20, 2015",Brendan Abbott,"The app requires to sign in with IKEA account. I tried endless times with no success. Finally found out on webpage that there is IKEA family account and IKEA account. Why??? To make it worse, the IKEA webpage doesn't display the log on for the family any more. ""Content was blocked / connection untrusted"". Why does it have to be so hard?",
0,"July 27, 2015",Mathew Shannon,"Empty catalogue, pointless. Better with the update, now it at least shows products.",1
0,"August 1, 2015",Hans-Henrik Jensen,Sort removed Previous app had the useful sort feature. Cannot waste time to go through the whole list of relevant products if I am looking for the one in $10. Please add sort and refine features to make it worth using.,
0,"July 28, 2015",Marcus Bender,No SORTING!!! The most BASIC functionality such as Sorting is missing from this app! Not acceptable with an international company in this size!,5
0,"July 8, 2015",Edward Smith,"Works well, but I have no experience with the 'old' app Does what it advertises. However, I am unable to add my Ikea family number. The family tab doesn't seem to exist.",
0,"July 21, 2015",A Google user,"No way to switch between shopping lists which makes shopping in store with this app inconvenient. I hope it will be fixed soon, meanwhile I will be using the online version.",1
0,"July 23, 2015",Zax zax00,"Looks very nice, but.... At least with the old app I could technically get to other shopping lists, but now I only have access to one. I would also love the ability to share my shopping list.",
0,"August 1, 2015",Tebz Go,No Share options or buttons! Like the look and all but there are no Share buttons or options! I wanted to link an item by text message to my hubby but I can't!,1
0,"July 30, 2015",A Google user,Can't switch to different shopping list Same like old apps... I just can't find a way to switch between my different shopping list.,
0,"July 27, 2015",Kate Rahmes,Not for WA :-( Downloaded the app then found its not suitable for WA! Very unimpressed!! Why can't WA / SA be included?,
0,"July 16, 2015",A Google user,Terrible than the previous one It doesn't search and it doesn't show all products. Keep kicking you out after 2 mins logged in. Keep removing items from your cart. It is useless!!!!!!!!!!!!!,
0,"July 29, 2015",Geok Liong Ku,Last edition was better! Cannot even search for anything ie Ringhult brings up no matches!!!??,
